split,ablation,metric,mean,ci95,seeds,rows_per_seed
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,task_success,0.11726,0.01243,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,tracking_error,0.72916,0.01115,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,safety_violation,0.34713,0.01888,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,asymmetry_error,0.34296,0.01249,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,actuator_energy,1.09790,0.00830,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,adaptation_regret,0.20416,0.00312,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,calibration_error,0.15312,0.00936,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,constraint_margin,0.12584,0.01115,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,recovery_time,0.88810,0.01030,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,control_smoothness,0.11362,0.00187,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,state_uncertainty,0.11926,0.00120,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,risk_score,0.33799,0.01150,10,168
combined_hard_shift,full_latent_asymmetry_belief_policy_v5,robust_utility,-0.55210,0.02191,10,168
combined_hard_shift,minus_deadzone_saturation_state,task_success,0.08214,0.01215,10,168
combined_hard_shift,minus_deadzone_saturation_state,tracking_error,0.75202,0.01023,10,168
combined_hard_shift,minus_deadzone_saturation_state,safety_violation,0.37015,0.01450,10,168
combined_hard_shift,minus_deadzone_saturation_state,asymmetry_error,0.35813,0.01172,10,168
combined_hard_shift,minus_deadzone_saturation_state,actuator_energy,0.98931,0.01202,10,168
combined_hard_shift,minus_deadzone_saturation_state,adaptation_regret,0.21057,0.00286,10,168
combined_hard_shift,minus_deadzone_saturation_state,calibration_error,0.12365,0.00949,10,168
combined_hard_shift,minus_deadzone_saturation_state,constraint_margin,0.10298,0.01023,10,168
combined_hard_shift,minus_deadzone_saturation_state,recovery_time,0.90470,0.01092,10,168
combined_hard_shift,minus_deadzone_saturation_state,control_smoothness,0.10539,0.00157,10,168
combined_hard_shift,minus_deadzone_saturation_state,state_uncertainty,0.12325,0.00315,10,168
combined_hard_shift,minus_deadzone_saturation_state,risk_score,0.35349,0.00857,10,168
combined_hard_shift,minus_deadzone_saturation_state,robust_utility,-0.60386,0.02211,10,168
combined_hard_shift,minus_latency_compensation,task_success,0.09821,0.01233,10,168
combined_hard_shift,minus_latency_compensation,tracking_error,0.73777,0.00655,10,168
combined_hard_shift,minus_latency_compensation,safety_violation,0.35536,0.01130,10,168
combined_hard_shift,minus_latency_compensation,asymmetry_error,0.35351,0.01395,10,168
combined_hard_shift,minus_latency_compensation,actuator_energy,1.08398,0.00794,10,168
combined_hard_shift,minus_latency_compensation,adaptation_regret,0.20658,0.00183,10,168
combined_hard_shift,minus_latency_compensation,calibration_error,0.13606,0.01137,10,168
combined_hard_shift,minus_latency_compensation,constraint_margin,0.11723,0.00655,10,168
combined_hard_shift,minus_latency_compensation,recovery_time,0.88867,0.00949,10,168
combined_hard_shift,minus_latency_compensation,control_smoothness,0.11244,0.00143,10,168
combined_hard_shift,minus_latency_compensation,state_uncertainty,0.12139,0.00229,10,168
combined_hard_shift,minus_latency_compensation,risk_score,0.34386,0.00703,10,168
combined_hard_shift,minus_latency_compensation,robust_utility,-0.57980,0.01469,10,168
combined_hard_shift,minus_online_residual_update,task_success,0.08155,0.01290,10,168
combined_hard_shift,minus_online_residual_update,tracking_error,0.73877,0.00626,10,168
combined_hard_shift,minus_online_residual_update,safety_violation,0.35961,0.01223,10,168
combined_hard_shift,minus_online_residual_update,asymmetry_error,0.29159,0.00421,10,168
combined_hard_shift,minus_online_residual_update,actuator_energy,1.01141,0.00811,10,168
combined_hard_shift,minus_online_residual_update,adaptation_regret,0.20686,0.00175,10,168
combined_hard_shift,minus_online_residual_update,calibration_error,0.12588,0.00336,10,168
combined_hard_shift,minus_online_residual_update,constraint_margin,0.11623,0.00626,10,168
combined_hard_shift,minus_online_residual_update,recovery_time,0.88799,0.00891,10,168
combined_hard_shift,minus_online_residual_update,control_smoothness,0.09936,0.00163,10,168
combined_hard_shift,minus_online_residual_update,state_uncertainty,0.40568,0.00732,10,168
combined_hard_shift,minus_online_residual_update,risk_score,0.39171,0.00705,10,168
combined_hard_shift,minus_online_residual_update,robust_utility,-0.60628,0.01566,10,168
combined_hard_shift,minus_persistent_latent_memory,task_success,0.08571,0.01061,10,168
combined_hard_shift,minus_persistent_latent_memory,tracking_error,0.74480,0.00901,10,168
combined_hard_shift,minus_persistent_latent_memory,safety_violation,0.36915,0.01476,10,168
combined_hard_shift,minus_persistent_latent_memory,asymmetry_error,0.28869,0.00484,10,168
combined_hard_shift,minus_persistent_latent_memory,actuator_energy,1.02155,0.01006,10,168
combined_hard_shift,minus_persistent_latent_memory,adaptation_regret,0.20854,0.00252,10,168
combined_hard_shift,minus_persistent_latent_memory,calibration_error,0.12601,0.00986,10,168
combined_hard_shift,minus_persistent_latent_memory,constraint_margin,0.11020,0.00901,10,168
combined_hard_shift,minus_persistent_latent_memory,recovery_time,0.89239,0.00900,10,168
combined_hard_shift,minus_persistent_latent_memory,control_smoothness,0.09814,0.00147,10,168
combined_hard_shift,minus_persistent_latent_memory,state_uncertainty,0.37670,0.00602,10,168
combined_hard_shift,minus_persistent_latent_memory,risk_score,0.39346,0.00883,10,168
combined_hard_shift,minus_persistent_latent_memory,robust_utility,-0.60811,0.02056,10,168
combined_hard_shift,minus_safety_aware_action_clipping,task_success,0.10536,0.01348,10,168
combined_hard_shift,minus_safety_aware_action_clipping,tracking_error,0.68073,0.00711,10,168
combined_hard_shift,minus_safety_aware_action_clipping,safety_violation,0.43308,0.01672,10,168
combined_hard_shift,minus_safety_aware_action_clipping,asymmetry_error,0.34081,0.01061,10,168
combined_hard_shift,minus_safety_aware_action_clipping,actuator_energy,1.31597,0.00873,10,168
combined_hard_shift,minus_safety_aware_action_clipping,adaptation_regret,0.19060,0.00199,10,168
combined_hard_shift,minus_safety_aware_action_clipping,calibration_error,0.15255,0.00920,10,168
combined_hard_shift,minus_safety_aware_action_clipping,constraint_margin,0.16601,0.00743,10,168
combined_hard_shift,minus_safety_aware_action_clipping,recovery_time,0.85453,0.01086,10,168
combined_hard_shift,minus_safety_aware_action_clipping,control_smoothness,0.16003,0.00251,10,168
combined_hard_shift,minus_safety_aware_action_clipping,state_uncertainty,0.12622,0.00230,10,168
combined_hard_shift,minus_safety_aware_action_clipping,risk_score,0.38730,0.00989,10,168
combined_hard_shift,minus_safety_aware_action_clipping,robust_utility,-0.61207,0.02309,10,168
combined_hard_shift,minus_sign_specific_asymmetry,task_success,0.08571,0.00801,10,168
combined_hard_shift,minus_sign_specific_asymmetry,tracking_error,0.75211,0.01033,10,168
combined_hard_shift,minus_sign_specific_asymmetry,safety_violation,0.37583,0.01851,10,168
combined_hard_shift,minus_sign_specific_asymmetry,asymmetry_error,0.36062,0.00980,10,168
combined_hard_shift,minus_sign_specific_asymmetry,actuator_energy,0.99949,0.01279,10,168
combined_hard_shift,minus_sign_specific_asymmetry,adaptation_regret,0.21059,0.00289,10,168
combined_hard_shift,minus_sign_specific_asymmetry,calibration_error,0.12586,0.00359,10,168
combined_hard_shift,minus_sign_specific_asymmetry,constraint_margin,0.10289,0.01033,10,168
combined_hard_shift,minus_sign_specific_asymmetry,recovery_time,0.90413,0.01029,10,168
combined_hard_shift,minus_sign_specific_asymmetry,control_smoothness,0.10700,0.00154,10,168
combined_hard_shift,minus_sign_specific_asymmetry,state_uncertainty,0.12318,0.00310,10,168
combined_hard_shift,minus_sign_specific_asymmetry,risk_score,0.35665,0.01143,10,168
combined_hard_shift,minus_sign_specific_asymmetry,robust_utility,-0.60478,0.01693,10,168
combined_hard_shift,minus_thermal_drift_update,task_success,0.10833,0.01421,10,168
combined_hard_shift,minus_thermal_drift_update,tracking_error,0.72741,0.01038,10,168
combined_hard_shift,minus_thermal_drift_update,safety_violation,0.35249,0.01482,10,168
combined_hard_shift,minus_thermal_drift_update,asymmetry_error,0.33740,0.00984,10,168
combined_hard_shift,minus_thermal_drift_update,actuator_energy,1.10356,0.00892,10,168
combined_hard_shift,minus_thermal_drift_update,adaptation_regret,0.20368,0.00291,10,168
combined_hard_shift,minus_thermal_drift_update,calibration_error,0.15073,0.00951,10,168
combined_hard_shift,minus_thermal_drift_update,constraint_margin,0.12759,0.01038,10,168
combined_hard_shift,minus_thermal_drift_update,recovery_time,0.87687,0.00824,10,168
combined_hard_shift,minus_thermal_drift_update,control_smoothness,0.11262,0.00186,10,168
combined_hard_shift,minus_thermal_drift_update,state_uncertainty,0.12187,0.00204,10,168
combined_hard_shift,minus_thermal_drift_update,risk_score,0.34206,0.00908,10,168
combined_hard_shift,minus_thermal_drift_update,robust_utility,-0.56261,0.02327,10,168
combined_hard_shift,no_belief_uncertainty,task_success,0.10952,0.01436,10,168
combined_hard_shift,no_belief_uncertainty,tracking_error,0.72920,0.01006,10,168
combined_hard_shift,no_belief_uncertainty,safety_violation,0.35568,0.01623,10,168
combined_hard_shift,no_belief_uncertainty,asymmetry_error,0.34542,0.01131,10,168
combined_hard_shift,no_belief_uncertainty,actuator_energy,1.09836,0.01124,10,168
combined_hard_shift,no_belief_uncertainty,adaptation_regret,0.20417,0.00282,10,168
combined_hard_shift,no_belief_uncertainty,calibration_error,0.15295,0.00869,10,168
combined_hard_shift,no_belief_uncertainty,constraint_margin,0.12581,0.01006,10,168
combined_hard_shift,no_belief_uncertainty,recovery_time,0.87923,0.01083,10,168
combined_hard_shift,no_belief_uncertainty,control_smoothness,0.11389,0.00248,10,168
combined_hard_shift,no_belief_uncertainty,state_uncertainty,0.12857,0.00225,10,168
combined_hard_shift,no_belief_uncertainty,risk_score,0.34543,0.01011,10,168
combined_hard_shift,no_belief_uncertainty,robust_utility,-0.56545,0.01662,10,168
combined_hard_shift,scalar_only_latent_gain,task_success,0.08036,0.01144,10,168
combined_hard_shift,scalar_only_latent_gain,tracking_error,0.75543,0.00421,10,168
combined_hard_shift,scalar_only_latent_gain,safety_violation,0.37653,0.00940,10,168
combined_hard_shift,scalar_only_latent_gain,asymmetry_error,0.38864,0.00866,10,168
combined_hard_shift,scalar_only_latent_gain,actuator_energy,0.95253,0.01191,10,168
combined_hard_shift,scalar_only_latent_gain,adaptation_regret,0.21152,0.00118,10,168
combined_hard_shift,scalar_only_latent_gain,calibration_error,0.12257,0.00784,10,168
combined_hard_shift,scalar_only_latent_gain,constraint_margin,0.09957,0.00421,10,168
combined_hard_shift,scalar_only_latent_gain,recovery_time,0.89860,0.00777,10,168
combined_hard_shift,scalar_only_latent_gain,control_smoothness,0.10255,0.00081,10,168
combined_hard_shift,scalar_only_latent_gain,state_uncertainty,0.12368,0.00203,10,168
combined_hard_shift,scalar_only_latent_gain,risk_score,0.35757,0.00571,10,168
combined_hard_shift,scalar_only_latent_gain,robust_utility,-0.61218,0.01570,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,task_success,0.14940,0.02304,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,tracking_error,0.69072,0.01325,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,safety_violation,0.29167,0.02225,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,asymmetry_error,0.20512,0.00475,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,actuator_energy,0.96048,0.01050,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,adaptation_regret,0.19340,0.00371,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,calibration_error,0.18798,0.01252,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,constraint_margin,0.16428,0.01325,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,recovery_time,0.88639,0.01151,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,control_smoothness,0.09869,0.00123,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,state_uncertainty,0.08895,0.00153,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,risk_score,0.29904,0.01334,10,168
payload_contact_shift,full_latent_asymmetry_belief_policy_v5,robust_utility,-0.43838,0.03593,10,168
payload_contact_shift,minus_deadzone_saturation_state,task_success,0.11488,0.01336,10,168
payload_contact_shift,minus_deadzone_saturation_state,tracking_error,0.71174,0.01287,10,168
payload_contact_shift,minus_deadzone_saturation_state,safety_violation,0.31086,0.02095,10,168
payload_contact_shift,minus_deadzone_saturation_state,asymmetry_error,0.20363,0.00854,10,168
payload_contact_shift,minus_deadzone_saturation_state,actuator_energy,0.88296,0.01640,10,168
payload_contact_shift,minus_deadzone_saturation_state,adaptation_regret,0.19929,0.00360,10,168
payload_contact_shift,minus_deadzone_saturation_state,calibration_error,0.15721,0.01120,10,168
payload_contact_shift,minus_deadzone_saturation_state,constraint_margin,0.14326,0.01287,10,168
payload_contact_shift,minus_deadzone_saturation_state,recovery_time,0.90253,0.00996,10,168
payload_contact_shift,minus_deadzone_saturation_state,control_smoothness,0.09191,0.00126,10,168
payload_contact_shift,minus_deadzone_saturation_state,state_uncertainty,0.08784,0.00285,10,168
payload_contact_shift,minus_deadzone_saturation_state,risk_score,0.31091,0.01246,10,168
payload_contact_shift,minus_deadzone_saturation_state,robust_utility,-0.48604,0.02934,10,168
payload_contact_shift,minus_latency_compensation,task_success,0.12500,0.01369,10,168
payload_contact_shift,minus_latency_compensation,tracking_error,0.69339,0.01387,10,168
payload_contact_shift,minus_latency_compensation,safety_violation,0.29545,0.01987,10,168
payload_contact_shift,minus_latency_compensation,asymmetry_error,0.20482,0.00564,10,168
payload_contact_shift,minus_latency_compensation,actuator_energy,0.94375,0.01381,10,168
payload_contact_shift,minus_latency_compensation,adaptation_regret,0.19415,0.00388,10,168
payload_contact_shift,minus_latency_compensation,calibration_error,0.17703,0.01036,10,168
payload_contact_shift,minus_latency_compensation,constraint_margin,0.16161,0.01387,10,168
payload_contact_shift,minus_latency_compensation,recovery_time,0.87968,0.01247,10,168
payload_contact_shift,minus_latency_compensation,control_smoothness,0.09740,0.00111,10,168
payload_contact_shift,minus_latency_compensation,state_uncertainty,0.08956,0.00220,10,168
payload_contact_shift,minus_latency_compensation,risk_score,0.30176,0.01180,10,168
payload_contact_shift,minus_latency_compensation,robust_utility,-0.46420,0.02519,10,168
payload_contact_shift,minus_online_residual_update,task_success,0.10536,0.02372,10,168
payload_contact_shift,minus_online_residual_update,tracking_error,0.69750,0.01150,10,168
payload_contact_shift,minus_online_residual_update,safety_violation,0.29947,0.01462,10,168
payload_contact_shift,minus_online_residual_update,asymmetry_error,0.18785,0.00461,10,168
payload_contact_shift,minus_online_residual_update,actuator_energy,0.89027,0.01427,10,168
payload_contact_shift,minus_online_residual_update,adaptation_regret,0.19530,0.00322,10,168
payload_contact_shift,minus_online_residual_update,calibration_error,0.16306,0.01758,10,168
payload_contact_shift,minus_online_residual_update,constraint_margin,0.15750,0.01150,10,168
payload_contact_shift,minus_online_residual_update,recovery_time,0.88965,0.01305,10,168
payload_contact_shift,minus_online_residual_update,control_smoothness,0.08869,0.00133,10,168
payload_contact_shift,minus_online_residual_update,state_uncertainty,0.27829,0.00743,10,168
payload_contact_shift,minus_online_residual_update,risk_score,0.33419,0.00821,10,168
payload_contact_shift,minus_online_residual_update,robust_utility,-0.49635,0.03220,10,168
payload_contact_shift,minus_persistent_latent_memory,task_success,0.11905,0.01380,10,168
payload_contact_shift,minus_persistent_latent_memory,tracking_error,0.69390,0.01356,10,168
payload_contact_shift,minus_persistent_latent_memory,safety_violation,0.29286,0.01783,10,168
payload_contact_shift,minus_persistent_latent_memory,asymmetry_error,0.18522,0.00508,10,168
payload_contact_shift,minus_persistent_latent_memory,actuator_energy,0.89433,0.01436,10,168
payload_contact_shift,minus_persistent_latent_memory,adaptation_regret,0.19429,0.00380,10,168
payload_contact_shift,minus_persistent_latent_memory,calibration_error,0.16462,0.01166,10,168
payload_contact_shift,minus_persistent_latent_memory,constraint_margin,0.16110,0.01356,10,168
payload_contact_shift,minus_persistent_latent_memory,recovery_time,0.88822,0.00965,10,168
payload_contact_shift,minus_persistent_latent_memory,control_smoothness,0.08835,0.00116,10,168
payload_contact_shift,minus_persistent_latent_memory,state_uncertainty,0.26177,0.00409,10,168
payload_contact_shift,minus_persistent_latent_memory,risk_score,0.32755,0.01058,10,168
payload_contact_shift,minus_persistent_latent_memory,robust_utility,-0.47603,0.02429,10,168
payload_contact_shift,minus_safety_aware_action_clipping,task_success,0.15952,0.01997,10,168
payload_contact_shift,minus_safety_aware_action_clipping,tracking_error,0.65040,0.00812,10,168
payload_contact_shift,minus_safety_aware_action_clipping,safety_violation,0.25640,0.01820,10,168
payload_contact_shift,minus_safety_aware_action_clipping,asymmetry_error,0.19609,0.00556,10,168
payload_contact_shift,minus_safety_aware_action_clipping,actuator_energy,1.08514,0.01569,10,168
payload_contact_shift,minus_safety_aware_action_clipping,adaptation_regret,0.18211,0.00227,10,168
payload_contact_shift,minus_safety_aware_action_clipping,calibration_error,0.20064,0.01009,10,168
payload_contact_shift,minus_safety_aware_action_clipping,constraint_margin,0.20222,0.00834,10,168
payload_contact_shift,minus_safety_aware_action_clipping,recovery_time,0.86599,0.00728,10,168
payload_contact_shift,minus_safety_aware_action_clipping,control_smoothness,0.12990,0.00127,10,168
payload_contact_shift,minus_safety_aware_action_clipping,state_uncertainty,0.09209,0.00215,10,168
payload_contact_shift,minus_safety_aware_action_clipping,risk_score,0.27705,0.01085,10,168
payload_contact_shift,minus_safety_aware_action_clipping,robust_utility,-0.40084,0.02807,10,168
payload_contact_shift,minus_sign_specific_asymmetry,task_success,0.10298,0.02043,10,168
payload_contact_shift,minus_sign_specific_asymmetry,tracking_error,0.70533,0.01177,10,168
payload_contact_shift,minus_sign_specific_asymmetry,safety_violation,0.30529,0.01992,10,168
payload_contact_shift,minus_sign_specific_asymmetry,asymmetry_error,0.20432,0.00816,10,168
payload_contact_shift,minus_sign_specific_asymmetry,actuator_energy,0.88526,0.01335,10,168
payload_contact_shift,minus_sign_specific_asymmetry,adaptation_regret,0.19749,0.00330,10,168
payload_contact_shift,minus_sign_specific_asymmetry,calibration_error,0.15239,0.01431,10,168
payload_contact_shift,minus_sign_specific_asymmetry,constraint_margin,0.14967,0.01177,10,168
payload_contact_shift,minus_sign_specific_asymmetry,recovery_time,0.89864,0.01176,10,168
payload_contact_shift,minus_sign_specific_asymmetry,control_smoothness,0.09305,0.00108,10,168
payload_contact_shift,minus_sign_specific_asymmetry,state_uncertainty,0.08882,0.00195,10,168
payload_contact_shift,minus_sign_specific_asymmetry,risk_score,0.30748,0.01182,10,168
payload_contact_shift,minus_sign_specific_asymmetry,robust_utility,-0.49255,0.03332,10,168
payload_contact_shift,minus_thermal_drift_update,task_success,0.12024,0.01138,10,168
payload_contact_shift,minus_thermal_drift_update,tracking_error,0.69210,0.01170,10,168
payload_contact_shift,minus_thermal_drift_update,safety_violation,0.29347,0.01840,10,168
payload_contact_shift,minus_thermal_drift_update,asymmetry_error,0.19784,0.00577,10,168
payload_contact_shift,minus_thermal_drift_update,actuator_energy,0.96199,0.01312,10,168
payload_contact_shift,minus_thermal_drift_update,adaptation_regret,0.19379,0.00328,10,168
payload_contact_shift,minus_thermal_drift_update,calibration_error,0.17391,0.00779,10,168
payload_contact_shift,minus_thermal_drift_update,constraint_margin,0.16290,0.01170,10,168
payload_contact_shift,minus_thermal_drift_update,recovery_time,0.88046,0.00867,10,168
payload_contact_shift,minus_thermal_drift_update,control_smoothness,0.09755,0.00182,10,168
payload_contact_shift,minus_thermal_drift_update,state_uncertainty,0.09016,0.00274,10,168
payload_contact_shift,minus_thermal_drift_update,risk_score,0.30043,0.01093,10,168
payload_contact_shift,minus_thermal_drift_update,robust_utility,-0.46779,0.02094,10,168
payload_contact_shift,no_belief_uncertainty,task_success,0.13393,0.01939,10,168
payload_contact_shift,no_belief_uncertainty,tracking_error,0.69121,0.01023,10,168
payload_contact_shift,no_belief_uncertainty,safety_violation,0.29517,0.01868,10,168
payload_contact_shift,no_belief_uncertainty,asymmetry_error,0.20395,0.00668,10,168
payload_contact_shift,no_belief_uncertainty,actuator_energy,0.95911,0.01006,10,168
payload_contact_shift,no_belief_uncertainty,adaptation_regret,0.19354,0.00286,10,168
payload_contact_shift,no_belief_uncertainty,calibration_error,0.17994,0.01038,10,168
payload_contact_shift,no_belief_uncertainty,constraint_margin,0.16379,0.01023,10,168
payload_contact_shift,no_belief_uncertainty,recovery_time,0.88184,0.00756,10,168
payload_contact_shift,no_belief_uncertainty,control_smoothness,0.09914,0.00116,10,168
payload_contact_shift,no_belief_uncertainty,state_uncertainty,0.09714,0.00253,10,168
payload_contact_shift,no_belief_uncertainty,risk_score,0.30259,0.01128,10,168
payload_contact_shift,no_belief_uncertainty,robust_utility,-0.45615,0.03189,10,168
payload_contact_shift,scalar_only_latent_gain,task_success,0.09940,0.01030,10,168
payload_contact_shift,scalar_only_latent_gain,tracking_error,0.71470,0.01554,10,168
payload_contact_shift,scalar_only_latent_gain,safety_violation,0.31373,0.02007,10,168
payload_contact_shift,scalar_only_latent_gain,asymmetry_error,0.21794,0.00994,10,168
payload_contact_shift,scalar_only_latent_gain,actuator_energy,0.85366,0.01505,10,168
payload_contact_shift,scalar_only_latent_gain,adaptation_regret,0.20011,0.00435,10,168
payload_contact_shift,scalar_only_latent_gain,calibration_error,0.14866,0.00903,10,168
payload_contact_shift,scalar_only_latent_gain,constraint_margin,0.14030,0.01554,10,168
payload_contact_shift,scalar_only_latent_gain,recovery_time,0.90583,0.01002,10,168
payload_contact_shift,scalar_only_latent_gain,control_smoothness,0.08970,0.00079,10,168
payload_contact_shift,scalar_only_latent_gain,state_uncertainty,0.08772,0.00200,10,168
payload_contact_shift,scalar_only_latent_gain,risk_score,0.31261,0.01227,10,168
payload_contact_shift,scalar_only_latent_gain,robust_utility,-0.50438,0.02458,10,168
