split,method,seed,rows,task_success,tracking_error,safety_violation,asymmetry_error,actuator_energy,adaptation_regret,calibration_error,constraint_margin,recovery_time,control_smoothness,state_uncertainty,risk_score,robust_utility
hard_aggregate,adaptive_mpc,0,576,0.09028,0.71756,0.31578,0.26764,0.91788,0.20092,0.13479,0.13744,0.90817,0.09694,0.15172,0.32202,-0.53408
hard_aggregate,adaptive_mpc,1,576,0.10937,0.71202,0.30797,0.25268,0.91757,0.19936,0.15383,0.14298,0.90210,0.09713,0.14724,0.31697,-0.50531
hard_aggregate,adaptive_mpc,2,576,0.09896,0.70786,0.31082,0.25090,0.91068,0.19820,0.15127,0.14714,0.90098,0.09684,0.14712,0.31872,-0.51498
hard_aggregate,adaptive_mpc,3,576,0.09722,0.71716,0.31368,0.24930,0.91155,0.20080,0.13916,0.13784,0.90346,0.09706,0.15056,0.32038,-0.52195
hard_aggregate,adaptive_mpc,4,576,0.10764,0.71245,0.31982,0.25034,0.92500,0.19949,0.15392,0.14255,0.90185,0.09599,0.14910,0.32434,-0.51443
hard_aggregate,adaptive_mpc,5,576,0.09722,0.70491,0.28993,0.25690,0.90169,0.19737,0.14504,0.15009,0.90731,0.09732,0.14829,0.30613,-0.50424
hard_aggregate,adaptive_mpc,6,576,0.08681,0.71139,0.30258,0.25457,0.91575,0.19919,0.14125,0.14361,0.90185,0.09602,0.14831,0.31338,-0.52476
hard_aggregate,adaptive_mpc,7,576,0.08333,0.71509,0.31293,0.24710,0.91820,0.20022,0.13802,0.13991,0.91264,0.09633,0.14485,0.31880,-0.53494
hard_aggregate,adaptive_mpc,8,576,0.09028,0.72175,0.32056,0.25532,0.92124,0.20209,0.13673,0.13325,0.91307,0.09648,0.14627,0.32480,-0.53651
hard_aggregate,adaptive_mpc,9,576,0.09896,0.70634,0.30153,0.25229,0.89987,0.19777,0.14387,0.14866,0.90724,0.09687,0.14808,0.31322,-0.50884
hard_aggregate,control_barrier_fault_tolerant_mpc,0,576,0.07813,0.77246,0.40520,0.29060,0.77165,0.21629,0.12175,0.08254,0.92770,0.07112,0.16225,0.37938,-0.61184
hard_aggregate,control_barrier_fault_tolerant_mpc,1,576,0.07639,0.74669,0.36986,0.27773,0.77058,0.20907,0.12744,0.10831,0.91195,0.07334,0.16434,0.35837,-0.58088
hard_aggregate,control_barrier_fault_tolerant_mpc,2,576,0.09549,0.74088,0.36496,0.27642,0.76270,0.20745,0.14081,0.11412,0.90135,0.07385,0.16025,0.35471,-0.55505
hard_aggregate,control_barrier_fault_tolerant_mpc,3,576,0.10243,0.74738,0.37339,0.28167,0.76072,0.20927,0.14000,0.10762,0.90377,0.07326,0.16586,0.36073,-0.55661
hard_aggregate,control_barrier_fault_tolerant_mpc,4,576,0.08160,0.77166,0.38697,0.27328,0.78874,0.21606,0.11260,0.08334,0.93117,0.07171,0.15877,0.36844,-0.59604
hard_aggregate,control_barrier_fault_tolerant_mpc,5,576,0.09375,0.74432,0.36458,0.28411,0.76451,0.20841,0.13468,0.11068,0.91524,0.07354,0.16754,0.35520,-0.56060
hard_aggregate,control_barrier_fault_tolerant_mpc,6,576,0.10069,0.74728,0.36942,0.28203,0.76170,0.20924,0.13349,0.10772,0.90538,0.07293,0.16716,0.35840,-0.55635
hard_aggregate,control_barrier_fault_tolerant_mpc,7,576,0.08160,0.75729,0.38504,0.27613,0.77141,0.21204,0.12061,0.09771,0.91468,0.07197,0.15854,0.36655,-0.58781
hard_aggregate,control_barrier_fault_tolerant_mpc,8,576,0.07118,0.75496,0.37959,0.28337,0.75643,0.21139,0.11871,0.10004,0.91977,0.07327,0.16519,0.36421,-0.59502
hard_aggregate,control_barrier_fault_tolerant_mpc,9,576,0.07292,0.74337,0.34970,0.27888,0.76598,0.20815,0.12238,0.11163,0.91729,0.07304,0.16764,0.34675,-0.57187
hard_aggregate,domain_randomized_policy,0,576,0.09028,0.72294,0.31839,0.50966,0.80188,0.20243,0.13241,0.13206,0.90972,0.08917,0.36945,0.35867,-0.58448
hard_aggregate,domain_randomized_policy,1,576,0.07986,0.71376,0.30649,0.50056,0.79830,0.19985,0.13156,0.14124,0.90290,0.08924,0.37412,0.35252,-0.58291
hard_aggregate,domain_randomized_policy,2,576,0.07812,0.72034,0.31976,0.49974,0.80261,0.20170,0.13041,0.13466,0.91654,0.08932,0.36051,0.35790,-0.59466
hard_aggregate,domain_randomized_policy,3,576,0.06077,0.71761,0.30841,0.48908,0.79724,0.20093,0.11199,0.13739,0.91165,0.08902,0.37368,0.35284,-0.60307
hard_aggregate,domain_randomized_policy,4,576,0.07292,0.72836,0.33154,0.48508,0.81870,0.20394,0.12587,0.12664,0.91369,0.08950,0.36585,0.36672,-0.60878
hard_aggregate,domain_randomized_policy,5,576,0.08681,0.71760,0.31213,0.50587,0.79892,0.20093,0.12959,0.13740,0.91598,0.08892,0.36915,0.35502,-0.58191
hard_aggregate,domain_randomized_policy,6,576,0.07118,0.71123,0.29396,0.49866,0.79408,0.19914,0.11591,0.14377,0.91232,0.08906,0.37631,0.34465,-0.58351
hard_aggregate,domain_randomized_policy,7,576,0.07986,0.71898,0.32335,0.49489,0.80328,0.20131,0.13243,0.13602,0.89999,0.08923,0.37516,0.36276,-0.59397
hard_aggregate,domain_randomized_policy,8,576,0.07292,0.71882,0.31176,0.49331,0.79626,0.20127,0.12062,0.13618,0.91450,0.08938,0.37386,0.35523,-0.59408
hard_aggregate,domain_randomized_policy,9,576,0.09028,0.70587,0.29563,0.49869,0.78454,0.19764,0.13536,0.14913,0.89794,0.08890,0.36857,0.34476,-0.56122
hard_aggregate,latent_asymmetry_belief_policy_v5,0,576,0.10764,0.71630,0.32626,0.25454,0.98974,0.20056,0.16018,0.13870,0.89336,0.10061,0.09856,0.32002,-0.52085
hard_aggregate,latent_asymmetry_belief_policy_v5,1,576,0.16493,0.69220,0.29514,0.24282,0.98908,0.19382,0.18727,0.16280,0.87537,0.10357,0.09909,0.30177,-0.43387
hard_aggregate,latent_asymmetry_belief_policy_v5,2,576,0.16146,0.69392,0.30388,0.23995,0.98259,0.19430,0.19109,0.16108,0.87605,0.10337,0.09689,0.30614,-0.44192
hard_aggregate,latent_asymmetry_belief_policy_v5,3,576,0.14410,0.70339,0.30605,0.24445,0.99015,0.19695,0.18569,0.15161,0.89292,0.10133,0.09712,0.30750,-0.46631
hard_aggregate,latent_asymmetry_belief_policy_v5,4,576,0.13368,0.70458,0.31324,0.24166,1.00324,0.19728,0.16492,0.15042,0.89552,0.09965,0.09972,0.31200,-0.48228
hard_aggregate,latent_asymmetry_belief_policy_v5,5,576,0.13541,0.69221,0.28906,0.25222,0.98465,0.19382,0.19105,0.16279,0.88430,0.10227,0.09723,0.29737,-0.46140
hard_aggregate,latent_asymmetry_belief_policy_v5,6,576,0.17361,0.69217,0.28193,0.24757,0.98504,0.19381,0.18362,0.16283,0.89236,0.10057,0.09767,0.29273,-0.41886
hard_aggregate,latent_asymmetry_belief_policy_v5,7,576,0.14931,0.70945,0.32664,0.23180,0.99021,0.19864,0.18417,0.14555,0.88690,0.10124,0.09541,0.31965,-0.47270
hard_aggregate,latent_asymmetry_belief_policy_v5,8,576,0.13715,0.70939,0.31510,0.24761,0.99125,0.19863,0.17564,0.14561,0.89583,0.10063,0.09698,0.31287,-0.48142
hard_aggregate,latent_asymmetry_belief_policy_v5,9,576,0.14931,0.68818,0.28931,0.24708,0.98027,0.19269,0.19894,0.16682,0.87283,0.10347,0.10004,0.29837,-0.44456
hard_aggregate,latent_asymmetry_policy_state_v4,0,576,0.13368,0.69566,0.28987,0.24925,1.03248,0.19478,0.17310,0.15934,0.88734,0.10684,0.10652,0.29895,-0.46912
hard_aggregate,latent_asymmetry_policy_state_v4,1,576,0.12326,0.67620,0.27325,0.24074,1.02050,0.18934,0.18894,0.17880,0.86793,0.10944,0.10831,0.28984,-0.45955
hard_aggregate,latent_asymmetry_policy_state_v4,2,576,0.11459,0.68559,0.28658,0.23956,1.02605,0.19196,0.18165,0.16941,0.87351,0.10936,0.10603,0.29726,-0.47975
hard_aggregate,latent_asymmetry_policy_state_v4,3,576,0.14930,0.68042,0.27046,0.24547,1.01961,0.19052,0.17273,0.17458,0.88095,0.11163,0.10818,0.28762,-0.43487
hard_aggregate,latent_asymmetry_policy_state_v4,4,576,0.11806,0.70659,0.31628,0.23548,1.04046,0.19785,0.16219,0.14841,0.88591,0.10675,0.10565,0.31538,-0.50228
hard_aggregate,latent_asymmetry_policy_state_v4,5,576,0.13542,0.67941,0.26878,0.25042,1.02816,0.19024,0.18972,0.17559,0.88393,0.10878,0.10563,0.28601,-0.44888
hard_aggregate,latent_asymmetry_policy_state_v4,6,576,0.13194,0.67546,0.26091,0.24575,1.01727,0.18913,0.18129,0.17954,0.87518,0.10976,0.10916,0.28171,-0.44450
hard_aggregate,latent_asymmetry_policy_state_v4,7,576,0.09375,0.69594,0.29322,0.23003,1.03483,0.19486,0.16483,0.15906,0.89286,0.10877,0.10288,0.30065,-0.50825
hard_aggregate,latent_asymmetry_policy_state_v4,8,576,0.12674,0.68533,0.28361,0.24445,1.02096,0.19189,0.17166,0.16967,0.87798,0.10970,0.10937,0.29573,-0.46669
hard_aggregate,latent_asymmetry_policy_state_v4,9,576,0.11458,0.68799,0.28416,0.24700,1.02683,0.19264,0.16470,0.16701,0.87916,0.10828,0.10792,0.29588,-0.48096
hard_aggregate,nominal_policy,0,576,0.07639,0.71683,0.30723,0.55221,0.86626,0.20071,0.12686,0.13792,0.91716,0.10322,0.37180,0.35199,-0.60229
hard_aggregate,nominal_policy,1,576,0.12326,0.68972,0.27443,0.54135,0.84710,0.19312,0.15456,0.16499,0.89230,0.10196,0.37389,0.33260,-0.52204
hard_aggregate,nominal_policy,2,576,0.10938,0.68843,0.28243,0.54080,0.83958,0.19276,0.16024,0.16629,0.89174,0.10212,0.37279,0.33726,-0.53929
hard_aggregate,nominal_policy,3,576,0.07118,0.70040,0.27970,0.53035,0.84377,0.19611,0.13230,0.15432,0.89949,0.10186,0.37407,0.33574,-0.57944
hard_aggregate,nominal_policy,4,576,0.07465,0.71038,0.30798,0.52524,0.87888,0.19891,0.12770,0.14428,0.89676,0.10413,0.37015,0.35256,-0.59747
hard_aggregate,nominal_policy,5,576,0.07118,0.70496,0.29167,0.54749,0.85638,0.19739,0.12564,0.14975,0.90879,0.10279,0.36605,0.34162,-0.59169
hard_aggregate,nominal_policy,6,576,0.09548,0.69663,0.27952,0.53993,0.84055,0.19505,0.14443,0.15803,0.90811,0.10222,0.36938,0.33442,-0.55509
hard_aggregate,nominal_policy,7,576,0.07813,0.70039,0.29117,0.53591,0.85125,0.19611,0.13518,0.15434,0.90519,0.10291,0.36800,0.34160,-0.58049
hard_aggregate,nominal_policy,8,576,0.10590,0.69815,0.28764,0.53395,0.83063,0.19548,0.14688,0.15654,0.89906,0.10222,0.37453,0.34051,-0.54805
hard_aggregate,nominal_policy,9,576,0.09028,0.69836,0.28069,0.53951,0.83847,0.19554,0.13779,0.15637,0.90340,0.10129,0.37235,0.33604,-0.56132
hard_aggregate,online_system_id,0,576,0.10590,0.70574,0.29805,0.27836,0.96766,0.19761,0.14974,0.14926,0.89639,0.10581,0.13229,0.30819,-0.50735
hard_aggregate,online_system_id,1,576,0.10938,0.69062,0.28658,0.26757,0.94225,0.19337,0.17023,0.16438,0.87736,0.10582,0.13695,0.30233,-0.48725
hard_aggregate,online_system_id,2,576,0.10069,0.69689,0.30004,0.26604,0.94680,0.19513,0.15445,0.15811,0.89062,0.10631,0.12889,0.30880,-0.50627
hard_aggregate,online_system_id,3,576,0.10764,0.69849,0.28348,0.26594,0.94873,0.19558,0.14770,0.15651,0.90705,0.10570,0.13299,0.29954,-0.49175
hard_aggregate,online_system_id,4,576,0.09896,0.71274,0.31207,0.26335,0.97079,0.19957,0.14666,0.14226,0.90637,0.10464,0.13158,0.31686,-0.52333
hard_aggregate,online_system_id,5,576,0.12847,0.69146,0.27982,0.27133,0.94515,0.19361,0.17083,0.16354,0.89478,0.10619,0.13426,0.29727,-0.46620
hard_aggregate,online_system_id,6,576,0.09028,0.69231,0.27207,0.26890,0.94574,0.19385,0.15957,0.16269,0.89856,0.10553,0.13467,0.29238,-0.50013
hard_aggregate,online_system_id,7,576,0.12847,0.70291,0.30022,0.25968,0.95169,0.19682,0.16617,0.15209,0.89844,0.10618,0.12767,0.30863,-0.48051
hard_aggregate,online_system_id,8,576,0.09201,0.69988,0.29520,0.27039,0.94451,0.19597,0.14459,0.15512,0.90148,0.10644,0.13166,0.30643,-0.51461
hard_aggregate,online_system_id,9,576,0.11979,0.69453,0.28336,0.27108,0.94455,0.19447,0.16238,0.16047,0.89168,0.10574,0.13242,0.29961,-0.47762
hard_aggregate,oracle_asymmetry_state,0,576,0.16840,0.70681,0.32782,0.25156,1.06246,0.26859,0.19872,0.14819,0.87785,0.11416,0.06645,0.31625,-0.45941
hard_aggregate,oracle_asymmetry_state,1,576,0.17708,0.68454,0.30066,0.24095,1.05333,0.26013,0.21543,0.17046,0.85813,0.11695,0.06609,0.29993,-0.42333
hard_aggregate,oracle_asymmetry_state,2,576,0.19271,0.68859,0.30773,0.23662,1.04849,0.26166,0.22223,0.16641,0.85894,0.11616,0.06470,0.30420,-0.41211
hard_aggregate,oracle_asymmetry_state,3,576,0.19618,0.68437,0.28937,0.24281,1.05198,0.26006,0.21209,0.17063,0.86297,0.11722,0.06764,0.29264,-0.39822
hard_aggregate,oracle_asymmetry_state,4,576,0.16840,0.70549,0.33575,0.24026,1.05910,0.26809,0.20555,0.14951,0.86991,0.11431,0.06609,0.32134,-0.46096
hard_aggregate,oracle_asymmetry_state,5,576,0.17708,0.69022,0.30556,0.25396,1.04916,0.26228,0.21903,0.16478,0.85938,0.11534,0.06632,0.30278,-0.43005
hard_aggregate,oracle_asymmetry_state,6,576,0.22743,0.67552,0.28014,0.24488,1.05168,0.25670,0.23249,0.17948,0.85547,0.11781,0.06631,0.28722,-0.35818
hard_aggregate,oracle_asymmetry_state,7,576,0.18923,0.69376,0.32180,0.23451,1.05002,0.26363,0.20965,0.16124,0.85615,0.11627,0.06629,0.31232,-0.42536
hard_aggregate,oracle_asymmetry_state,8,576,0.18576,0.68972,0.30543,0.24845,1.04420,0.26209,0.21461,0.16528,0.85987,0.11887,0.06825,0.30298,-0.42003
hard_aggregate,oracle_asymmetry_state,9,576,0.16840,0.68304,0.28832,0.24217,1.05505,0.25956,0.21764,0.17196,0.87692,0.11495,0.06542,0.29209,-0.42572
hard_aggregate,recurrent_hidden_state_policy_proxy,0,576,0.13021,0.69665,0.29569,0.26884,0.99389,0.19506,0.16903,0.15835,0.89205,0.10855,0.11532,0.30386,-0.47736
hard_aggregate,recurrent_hidden_state_policy_proxy,1,576,0.11632,0.68306,0.27995,0.25858,0.99312,0.19126,0.16666,0.17194,0.88412,0.10900,0.11147,0.29407,-0.47474
hard_aggregate,recurrent_hidden_state_policy_proxy,2,576,0.11632,0.68991,0.29756,0.25796,0.98460,0.19318,0.17402,0.16509,0.88362,0.10974,0.11285,0.30469,-0.48672
hard_aggregate,recurrent_hidden_state_policy_proxy,3,576,0.12326,0.69188,0.28671,0.26034,0.98930,0.19373,0.15703,0.16312,0.88994,0.10917,0.11379,0.29793,-0.47540
hard_aggregate,recurrent_hidden_state_policy_proxy,4,576,0.10764,0.70328,0.31132,0.25413,0.99459,0.19692,0.16642,0.15172,0.87729,0.10796,0.11383,0.31451,-0.50808
hard_aggregate,recurrent_hidden_state_policy_proxy,5,576,0.11111,0.69686,0.29074,0.26718,0.99808,0.19512,0.16284,0.15814,0.89559,0.10776,0.11201,0.30056,-0.49368
hard_aggregate,recurrent_hidden_state_policy_proxy,6,576,0.12153,0.69570,0.28980,0.26251,0.99710,0.19480,0.15947,0.15930,0.89367,0.10759,0.11113,0.29927,-0.48129
hard_aggregate,recurrent_hidden_state_policy_proxy,7,576,0.12500,0.69579,0.29774,0.24336,0.99801,0.19482,0.16226,0.15921,0.88461,0.10866,0.10806,0.30417,-0.47867
hard_aggregate,recurrent_hidden_state_policy_proxy,8,576,0.09549,0.69669,0.29117,0.26393,0.98934,0.19507,0.15595,0.15831,0.89459,0.10784,0.11373,0.30125,-0.50835
hard_aggregate,recurrent_hidden_state_policy_proxy,9,576,0.13715,0.67423,0.26327,0.25589,0.97304,0.18878,0.18630,0.18077,0.87965,0.10981,0.11351,0.28406,-0.43891
hard_aggregate,robust_l1_adaptive_control,0,576,0.07813,0.73579,0.34245,0.26647,0.85745,0.20602,0.12561,0.11921,0.91933,0.08588,0.11285,0.33212,-0.56080
hard_aggregate,robust_l1_adaptive_control,1,576,0.10764,0.72424,0.32162,0.25599,0.85325,0.20279,0.15175,0.13076,0.90451,0.08674,0.11080,0.32018,-0.51198
hard_aggregate,robust_l1_adaptive_control,2,576,0.10764,0.72692,0.33650,0.25011,0.85381,0.20354,0.14769,0.12808,0.89453,0.08634,0.10910,0.32831,-0.51994
hard_aggregate,robust_l1_adaptive_control,3,576,0.09375,0.72281,0.33234,0.25197,0.85264,0.20239,0.14384,0.13219,0.90383,0.08668,0.11305,0.32617,-0.53102
hard_aggregate,robust_l1_adaptive_control,4,576,0.09375,0.73927,0.35485,0.25309,0.85994,0.20700,0.13463,0.11573,0.91276,0.08505,0.11307,0.34083,-0.55130
hard_aggregate,robust_l1_adaptive_control,5,576,0.09896,0.72708,0.32887,0.25982,0.85548,0.20358,0.14797,0.12792,0.91301,0.08615,0.11196,0.32411,-0.52728
hard_aggregate,robust_l1_adaptive_control,6,576,0.10070,0.73610,0.34214,0.25727,0.86076,0.20611,0.13895,0.11890,0.91431,0.08483,0.11115,0.33200,-0.53652
hard_aggregate,robust_l1_adaptive_control,7,576,0.08160,0.73532,0.35479,0.24738,0.85510,0.20589,0.13026,0.11968,0.90489,0.08597,0.11007,0.33970,-0.55999
hard_aggregate,robust_l1_adaptive_control,8,576,0.09028,0.73104,0.33532,0.25089,0.85527,0.20469,0.13407,0.12396,0.91698,0.08612,0.11334,0.32826,-0.54003
hard_aggregate,robust_l1_adaptive_control,9,576,0.08854,0.72816,0.33922,0.25757,0.85166,0.20389,0.13948,0.12684,0.89677,0.08544,0.11213,0.33110,-0.54247
hard_aggregate,robust_tube_mpc,0,576,0.06250,0.76199,0.37624,0.34919,0.77624,0.21336,0.10775,0.09301,0.92714,0.07555,0.25915,0.37671,-0.62436
hard_aggregate,robust_tube_mpc,1,576,0.08160,0.73022,0.32825,0.33825,0.76173,0.20446,0.11994,0.12478,0.90247,0.07687,0.26493,0.34903,-0.56207
hard_aggregate,robust_tube_mpc,2,576,0.07118,0.73244,0.34443,0.33569,0.76114,0.20508,0.12438,0.12256,0.90966,0.07688,0.25690,0.35710,-0.58200
hard_aggregate,robust_tube_mpc,3,576,0.06944,0.74778,0.35181,0.32942,0.77228,0.20938,0.11248,0.10722,0.91821,0.07628,0.25940,0.36220,-0.59414
hard_aggregate,robust_tube_mpc,4,576,0.07812,0.75105,0.36818,0.32704,0.77850,0.21029,0.11916,0.10395,0.92460,0.07594,0.26010,0.37258,-0.59669
hard_aggregate,robust_tube_mpc,5,576,0.06597,0.74245,0.34778,0.34507,0.77217,0.20789,0.11795,0.11255,0.93068,0.07570,0.26012,0.35956,-0.59666
hard_aggregate,robust_tube_mpc,6,576,0.07986,0.73791,0.34666,0.33818,0.75534,0.20662,0.11896,0.11709,0.91549,0.07604,0.25752,0.35801,-0.57692
hard_aggregate,robust_tube_mpc,7,576,0.08681,0.74163,0.35553,0.33175,0.76940,0.20766,0.12784,0.11337,0.91350,0.07658,0.25499,0.36352,-0.57623
hard_aggregate,robust_tube_mpc,8,576,0.07292,0.74043,0.34871,0.33660,0.75623,0.20732,0.11884,0.11457,0.92578,0.07628,0.26550,0.36069,-0.58703
hard_aggregate,robust_tube_mpc,9,576,0.08160,0.73604,0.34456,0.33773,0.75629,0.20609,0.11443,0.11896,0.91047,0.07545,0.25905,0.35722,-0.57311
hard_aggregate,scalar_gain_calibration,0,576,0.09201,0.71822,0.30841,0.29153,0.88157,0.20110,0.13310,0.13678,0.91772,0.09788,0.27863,0.33772,-0.53995
hard_aggregate,scalar_gain_calibration,1,576,0.11805,0.70174,0.28745,0.28476,0.86214,0.19649,0.15070,0.15326,0.90458,0.09769,0.28603,0.32646,-0.49298
hard_aggregate,scalar_gain_calibration,2,576,0.10938,0.70120,0.29656,0.28482,0.85377,0.19633,0.14941,0.15380,0.89162,0.09755,0.28001,0.33066,-0.50483
hard_aggregate,scalar_gain_calibration,3,576,0.07465,0.70698,0.29278,0.27596,0.86092,0.19796,0.12794,0.14802,0.90265,0.09800,0.28809,0.32994,-0.53991
hard_aggregate,scalar_gain_calibration,4,576,0.08507,0.71622,0.31392,0.27345,0.88617,0.20054,0.13151,0.13878,0.90805,0.09639,0.27637,0.34075,-0.54609
hard_aggregate,scalar_gain_calibration,5,576,0.07986,0.70810,0.30549,0.28808,0.86730,0.19827,0.13861,0.14690,0.90829,0.09733,0.28376,0.33707,-0.54491
hard_aggregate,scalar_gain_calibration,6,576,0.07118,0.71129,0.28726,0.28218,0.87028,0.19916,0.13026,0.14371,0.92640,0.09647,0.27748,0.32494,-0.54405
hard_aggregate,scalar_gain_calibration,7,576,0.08854,0.71130,0.31083,0.27625,0.87028,0.19916,0.13374,0.14370,0.89645,0.09739,0.28380,0.34040,-0.53812
hard_aggregate,scalar_gain_calibration,8,576,0.07118,0.71435,0.29935,0.28085,0.86826,0.20002,0.13175,0.14065,0.91481,0.09749,0.28026,0.33276,-0.55132
hard_aggregate,scalar_gain_calibration,9,576,0.08507,0.70385,0.28472,0.28098,0.86217,0.19708,0.13542,0.15115,0.91270,0.09730,0.28247,0.32407,-0.52474
hard_aggregate,unscented_kalman_fault_observer,0,576,0.11111,0.71280,0.31343,0.27295,0.98611,0.19958,0.15432,0.14220,0.89887,0.10507,0.10309,0.31277,-0.51203
hard_aggregate,unscented_kalman_fault_observer,1,576,0.11285,0.70333,0.30705,0.26029,0.97612,0.19693,0.15524,0.15167,0.88951,0.10695,0.10288,0.30939,-0.49978
hard_aggregate,unscented_kalman_fault_observer,2,576,0.11979,0.69568,0.30431,0.25596,0.97255,0.19479,0.16866,0.15932,0.87872,0.10690,0.10431,0.30769,-0.48698
hard_aggregate,unscented_kalman_fault_observer,3,576,0.11632,0.69999,0.30456,0.26205,0.97444,0.19600,0.16048,0.15501,0.89131,0.10603,0.10301,0.30716,-0.49392
hard_aggregate,unscented_kalman_fault_observer,4,576,0.10417,0.70738,0.31833,0.25357,0.99181,0.19807,0.15620,0.14762,0.88727,0.10519,0.10443,0.31660,-0.51663
hard_aggregate,unscented_kalman_fault_observer,5,576,0.10764,0.69487,0.29409,0.27169,0.97295,0.19456,0.15835,0.16013,0.89565,0.10682,0.10619,0.30142,-0.49662
hard_aggregate,unscented_kalman_fault_observer,6,576,0.10764,0.69062,0.27598,0.26314,0.97601,0.19337,0.16693,0.16438,0.89416,0.10656,0.10459,0.29017,-0.48325
hard_aggregate,unscented_kalman_fault_observer,7,576,0.11111,0.70253,0.29756,0.25145,0.97997,0.19671,0.15876,0.15247,0.89713,0.10594,0.10097,0.30299,-0.49492
hard_aggregate,unscented_kalman_fault_observer,8,576,0.12847,0.70608,0.30872,0.26509,0.97291,0.19770,0.16708,0.14892,0.89596,0.10513,0.10355,0.30982,-0.48706
hard_aggregate,unscented_kalman_fault_observer,9,576,0.11979,0.69293,0.28633,0.26271,0.97420,0.19402,0.16619,0.16207,0.88790,0.10531,0.10272,0.29639,-0.47720
